1.080000 0.393464 0.319756 0.396878 0.393380 0.393465 
1.092000 0.369371 0.289015 0.373265 0.369271 0.369373 
1.104000 0.344757 0.257244 0.349192 0.344639 0.344759 
1.116000 0.319631 0.224420 0.324674 0.319490 0.319634 
1.128000 0.294003 0.190519 0.299729 0.293836 0.294006 
1.140000 0.267884 0.155520 0.274378 0.267686 0.267888 
1.152000 0.241287 0.119397 0.248641 0.241053 0.241292 
1.164000 0.214227 0.082128 0.222543 0.213951 0.214233 
1.176000 0.186718 0.043689 0.196111 0.186393 0.186725 
1.188000 0.158778 0.004054 0.169372 0.158396 0.158786 
1.200000 0.130424 -0.036800 0.142359 0.129976 0.130434 
1.212000 0.101676 -0.078898 0.115105 0.101151 0.101689 
1.224000 0.072557 -0.122266 0.087648 0.071942 0.072572 
1.236000 0.043087 -0.166928 0.060026 0.042370 0.043106 
1.248000 0.013292 -0.212909 0.032282 0.012456 0.013315 
1.260000 -0.016803 -0.260237 0.004463 -0.017776 -0.016775 
1.272000 -0.047170 -0.308936 -0.023384 -0.048302 -0.047137 
1.284000 -0.077781 -0.359033 -0.051205 -0.079095 -0.077741 
1.296000 -0.108605 -0.410555 -0.078944 -0.110128 -0.108557 
1.308000 -0.139610 -0.463528 -0.106542 -0.141373 -0.139552 
1.320000 -0.170763 -0.517979 -0.133936 -0.172800 -0.170693 
1.332000 -0.202028 -0.573935 -0.161057 -0.204380 -0.201944 
1.344000 -0.233368 -0.631425 -0.187834 -0.236079 -0.233268 
1.356000 -0.264745 -0.690475 -0.214191 -0.267867 -0.264627 
1.368000 -0.296120 -0.751114 -0.240047 -0.299710 -0.295978 
1.380000 -0.327450 -0.813370 -0.265318 -0.331573 -0.327282 
1.392000 -0.358693 -0.877271 -0.289913 -0.363422 -0.358493 
1.404000 -0.389805 -0.942846 -0.313738 -0.395222 -0.389568 
1.416000 -0.420739 -1.010125 -0.336691 -0.426937 -0.420458 
1.428000 -0.451448 -1.079136 -0.358668 -0.458531 -0.451116 
1.440000 -0.481884 -1.149908 -0.379557 -0.489970 -0.481492 
1.452000 -0.511997 -1.222473 -0.399242 -0.521216 -0.511534 
1.464000 -0.541735 -1.296859 -0.417599 -0.552235 -0.541190 
1.476000 -0.571046 -1.373097 -0.434499 -0.582991 -0.570406 
1.488000 -0.599877 -1.451217 -0.449806 -0.613451 -0.599125 
1.500000 -0.628174 -1.531250 -0.463379 -0.643582 -0.627291 
1.512000 -0.655880 -1.613227 -0.475068 -0.673352 -0.654847 
1.524000 -0.682940 -1.697180 -0.484717 -0.702732 -0.681731 
1.536000 -0.709296 -1.783139 -0.492162 -0.731693 -0.707884 
1.548000 -0.734892 -1.871136 -0.497232 -0.760210 -0.733244 
1.560000 -0.759669 -1.961204 -0.499749 -0.788260 -0.757748 
1.572000 -0.783568 -2.053375 -0.499525 -0.815824 -0.781332 
1.584000 -0.806530 -2.147681 -0.496365 -0.842886 -0.803931 
1.596000 -0.828498 -2.244155 -0.490065 -0.869434 -0.825479 
1.608000 -0.849411 -2.342829 -0.480411 -0.895461 -0.845910 
1.620000 -0.869211 -2.443738 -0.467183 -0.920965 -0.865154 
1.632000 -0.887839 -2.546914 -0.450148 -0.945951 -0.883145 
1.644000 -0.905238 -2.652391 -0.429064 -0.970428 -0.899811 
1.656000 -0.921350 -2.760203 -0.403682 -0.994415 -0.915084 
1.668000 -0.936119 -2.870385 -0.373738 -1.017937 -0.928891 
1.680000 -0.949489 -2.982971 -0.338961 -1.041029 -0.941161 
1.692000 -0.961406 -3.097995 -0.299068 -1.063734 -0.951820 
1.704000 -0.971817 -3.215493 -0.253763 -1.086106 -0.960794 
1.716000 -0.980671 -3.335499 -0.202740 -1.108212 -0.968009 
1.728000 -0.987917 -3.458050 -0.145682 -1.130129 -0.973389 
1.740000 -0.993510 -3.583181 -0.082256 -1.151948 -0.976855 
1.752000 -0.997403 -3.710927 -0.012121 -1.173775 -0.978330 
1.764000 -0.999553 -3.841326 0.065080 -1.195732 -0.977732 
1.776000 -0.999921 -3.974413 0.149718 -1.217958 -0.974980 
1.788000 -0.998469 -4.110225 0.242175 -1.240608 -0.969988 
1.800000 -0.995162 -4.248800 0.342850 -1.263860 -0.962671 
1.812000 -0.989970 -4.390174 0.452155 -1.287911 -0.952938 
1.824000 -0.982866 -4.534385 0.570518 -1.312982 -0.940696 
1.836000 -0.973825 -4.681470 0.698380 -1.339317 -0.925849 
1.848000 -0.962828 -4.831468 0.836202 -1.367187 -0.908295 
1.860000 -0.949860 -4.984416 0.984457 -1.396891 -0.887928 
1.872000 -0.934910 -5.140354 1.143637 -1.428758 -0.864636 
1.884000 -0.917970 -5.299319 1.314251 -1.463148 -0.838301 
1.896000 -0.899040 -5.461351 1.496825 -1.500456 -0.808796 
1.908000 -0.878123 -5.626489 1.691904 -1.541113 -0.775986 
1.920000 -0.855227 -5.794772 1.900050 -1.585588 -0.739727 
1.932000 -0.830366 -5.966241 2.121845 -1.634392 -0.699862 
1.944000 -0.803560 -6.140934 2.357890 -1.688080 -0.656223 
1.956000 -0.774834 -6.318893 2.608806 -1.747252 -0.608626 
1.968000 -0.744219 -6.500157 2.875236 -1.812559 -0.556873 
1.980000 -0.711752 -6.684768 3.157842 -1.884703 -0.500746 
1.992000 -0.677475 -6.872766 3.457308 -1.964442 -0.440008 
2.004000 -0.641439 -7.064192 3.774341 -2.052594 -0.374397 
2.016000 -0.603699 -7.259088 4.109668 -2.150036 -0.303627 
2.028000 -0.564316 -7.457496 4.464044 -2.257715 -0.227384 
2.040000 -0.523360 -7.659457 4.838243 -2.376644 -0.145322 
2.052000 -0.480904 -7.865014 5.233065 -2.507912 -0.057059 
2.064000 -0.437029 -8.074209 5.649336 -2.652685 0.037825 
2.076000 -0.391824 -8.287085 6.087905 -2.812211 0.139794 
2.088000 -0.345381 -8.503684 6.549651 -2.987825 0.249359 
2.100000 -0.297802 -8.724050 7.035475 -3.180952 0.367085 
2.112000 -0.249191 -8.948226 7.546308 -3.393116 0.493594 
2.124000 -0.199662 -9.176257 8.083110 -3.625940 0.629571 
2.136000 -0.149332 -9.408185 8.646867 -3.881154 0.775773 
2.148000 -0.098326 -9.644055 9.238596 -4.160602 0.933034 
2.160000 -0.046772 -9.883912 9.859344 -4.466246 1.102270 
2.172000 0.005195 -10.127799 10.510187 -4.800171 1.284493 
2.184000 0.057435 -10.375763 11.192235 -5.164594 1.480813 
2.196000 0.109805 -10.627848 11.906627 -5.561870 1.692453 
2.208000 0.162156 -10.884100 12.654537 -5.994496 1.920753 
2.220000 0.214335 -11.144563 13.437173 -6.465124 2.167187 
